secondary headers,primary headers,plenum volume,intake runners
6,365,10.899999999999993,2.25
6,365,10.899999999999993,2.5
6,365,10.899999999999993,2.75
6,365,10.899999999999993,3.0
6,365,10.899999999999993,3.25
6,365,10.899999999999993,3.5
6,365,10.899999999999993,3.75
6,365,10.899999999999993,4.0
6,365,10.999999999999993,2
6,365,10.999999999999993,2.25
6,365,10.999999999999993,2.5
6,365,10.999999999999993,2.75
6,365,10.999999999999993,3.0
6,365,10.999999999999993,3.25
6,365,10.999999999999993,3.5
6,365,10.999999999999993,3.75
6,365,10.999999999999993,4.0
6,365,11.099999999999993,2
6,365,11.099999999999993,2.25
6,365,11.099999999999993,2.5
6,365,11.099999999999993,2.75
6,365,11.099999999999993,3.0
6,365,11.099999999999993,3.25
6,365,11.099999999999993,3.5
6,365,11.099999999999993,3.75
6,365,11.099999999999993,4.0
6,365,11.199999999999992,2
6,365,11.199999999999992,2.25
6,365,11.199999999999992,2.5
6,365,11.199999999999992,2.75
6,365,11.199999999999992,3.0
6,365,11.199999999999992,3.25
6,365,11.199999999999992,3.5
6,365,11.199999999999992,3.75
6,365,11.199999999999992,4.0
6,365,11.299999999999992,2
6,365,11.299999999999992,2.25
6,365,11.299999999999992,2.5
6,365,11.299999999999992,2.75
6,365,11.299999999999992,3.0
6,365,11.299999999999992,3.25
6,365,11.299999999999992,3.5
6,365,11.299999999999992,3.75
6,365,11.299999999999992,4.0
6,365,11.399999999999991,2
6,365,11.399999999999991,2.25
6,365,11.399999999999991,2.5
6,365,11.399999999999991,2.75
6,365,11.399999999999991,3.0
6,365,11.399999999999991,3.25
6,365,11.399999999999991,3.5
6,365,11.399999999999991,3.75
6,365,11.399999999999991,4.0
6,365,11.499999999999991,2
6,365,11.499999999999991,2.25
6,365,11.499999999999991,2.5
6,365,11.499999999999991,2.75
6,365,11.499999999999991,3.0
6,365,11.499999999999991,3.25
6,365,11.499999999999991,3.5
6,365,11.499999999999991,3.75
6,365,11.499999999999991,4.0
6,365,11.59999999999999,2
6,365,11.59999999999999,2.25
6,365,11.59999999999999,2.5
6,365,11.59999999999999,2.75
6,365,11.59999999999999,3.0
6,365,11.59999999999999,3.25
6,365,11.59999999999999,3.5
6,365,11.59999999999999,3.75
6,365,11.59999999999999,4.0
6,365,11.69999999999999,2
6,365,11.69999999999999,2.25
6,365,11.69999999999999,2.5
6,365,11.69999999999999,2.75
6,365,11.69999999999999,3.0
6,365,11.69999999999999,3.25
6,365,11.69999999999999,3.5
6,365,11.69999999999999,3.75
6,365,11.69999999999999,4.0
6,365,11.79999999999999,2
6,365,11.79999999999999,2.25
6,365,11.79999999999999,2.5
6,365,11.79999999999999,2.75
6,365,11.79999999999999,3.0
6,365,11.79999999999999,3.25
6,365,11.79999999999999,3.5
6,365,11.79999999999999,3.75
6,365,11.79999999999999,4.0
6,365,11.89999999999999,2
6,365,11.89999999999999,2.25
6,365,11.89999999999999,2.5
6,365,11.89999999999999,2.75
6,365,11.89999999999999,3.0
6,365,11.89999999999999,3.25
6,365,11.89999999999999,3.5
6,365,11.89999999999999,3.75
6,365,11.89999999999999,4.0
6,365,11.99999999999999,2
6,365,11.99999999999999,2.25
6,365,11.99999999999999,2.5
6,365,11.99999999999999,2.75
6,365,11.99999999999999,3.0
6,365,11.99999999999999,3.25
6,365,11.99999999999999,3.5
6,365,11.99999999999999,3.75
6,365,11.99999999999999,4.0
6,365,12.099999999999989,2
6,365,12.099999999999989,2.25
6,365,12.099999999999989,2.5
6,365,12.099999999999989,2.75
6,365,12.099999999999989,3.0
6,365,12.099999999999989,3.25
6,365,12.099999999999989,3.5
6,365,12.099999999999989,3.75
6,365,12.099999999999989,4.0
6,365,12.199999999999989,2
6,365,12.199999999999989,2.25
6,365,12.199999999999989,2.5
6,365,12.199999999999989,2.75
6,365,12.199999999999989,3.0
6,365,12.199999999999989,3.25
6,365,12.199999999999989,3.5
6,365,12.199999999999989,3.75
6,365,12.199999999999989,4.0
6,365,12.299999999999988,2
6,365,12.299999999999988,2.25
6,365,12.299999999999988,2.5
6,365,12.299999999999988,2.75
6,365,12.299999999999988,3.0
6,365,12.299999999999988,3.25
6,365,12.299999999999988,3.5
6,365,12.299999999999988,3.75
6,365,12.299999999999988,4.0
6,365,12.399999999999988,2
6,365,12.399999999999988,2.25
6,365,12.399999999999988,2.5
6,365,12.399999999999988,2.75
6,365,12.399999999999988,3.0
6,365,12.399999999999988,3.25
6,365,12.399999999999988,3.5
6,365,12.399999999999988,3.75
6,365,12.399999999999988,4.0
6,365,12.499999999999988,2
6,365,12.499999999999988,2.25
6,365,12.499999999999988,2.5
6,365,12.499999999999988,2.75
6,365,12.499999999999988,3.0
6,365,12.499999999999988,3.25
6,365,12.499999999999988,3.5
6,365,12.499999999999988,3.75
6,365,12.499999999999988,4.0
6,365,12.599999999999987,2
6,365,12.599999999999987,2.25
6,365,12.599999999999987,2.5
6,365,12.599999999999987,2.75
6,365,12.599999999999987,3.0
6,365,12.599999999999987,3.25
6,365,12.599999999999987,3.5
6,365,12.599999999999987,3.75
6,365,12.599999999999987,4.0
6,365,12.699999999999987,2
6,365,12.699999999999987,2.25
6,365,12.699999999999987,2.5
6,365,12.699999999999987,2.75
6,365,12.699999999999987,3.0
6,365,12.699999999999987,3.25
6,365,12.699999999999987,3.5
6,365,12.699999999999987,3.75
6,365,12.699999999999987,4.0
6,365,12.799999999999986,2
6,365,12.799999999999986,2.25
6,365,12.799999999999986,2.5
6,365,12.799999999999986,2.75
6,365,12.799999999999986,3.0
6,365,12.799999999999986,3.25
6,365,12.799999999999986,3.5
6,365,12.799999999999986,3.75
6,365,12.799999999999986,4.0
6,365,12.899999999999986,2
6,365,12.899999999999986,2.25
6,365,12.899999999999986,2.5
6,365,12.899999999999986,2.75
6,365,12.899999999999986,3.0
6,365,12.899999999999986,3.25
6,365,12.899999999999986,3.5
6,365,12.899999999999986,3.75
6,365,12.899999999999986,4.0
6,365,12.999999999999986,2
6,365,12.999999999999986,2.25
6,365,12.999999999999986,2.5
6,365,12.999999999999986,2.75
6,365,12.999999999999986,3.0
6,365,12.999999999999986,3.25
6,365,12.999999999999986,3.5
6,365,12.999999999999986,3.75
6,365,12.999999999999986,4.0
6,365,13.099999999999985,2
6,365,13.099999999999985,2.25
6,365,13.099999999999985,2.5
6,365,13.099999999999985,2.75
6,365,13.099999999999985,3.0
6,365,13.099999999999985,3.25
6,365,13.099999999999985,3.5
6,365,13.099999999999985,3.75
6,365,13.099999999999985,4.0
6,365,13.199999999999985,2
6,365,13.199999999999985,2.25
6,365,13.199999999999985,2.5
6,365,13.199999999999985,2.75
6,365,13.199999999999985,3.0
6,365,13.199999999999985,3.25
6,365,13.199999999999985,3.5
6,365,13.199999999999985,3.75
6,365,13.199999999999985,4.0
6,365,13.299999999999985,2
6,365,13.299999999999985,2.25
6,365,13.299999999999985,2.5
6,365,13.299999999999985,2.75
6,365,13.299999999999985,3.0
6,365,13.299999999999985,3.25
6,365,13.299999999999985,3.5
6,365,13.299999999999985,3.75
6,365,13.299999999999985,4.0
6,365,13.399999999999984,2
6,365,13.399999999999984,2.25
6,365,13.399999999999984,2.5
6,365,13.399999999999984,2.75
6,365,13.399999999999984,3.0
6,365,13.399999999999984,3.25
6,365,13.399999999999984,3.5
6,365,13.399999999999984,3.75
6,365,13.399999999999984,4.0
6,365,13.499999999999984,2
6,365,13.499999999999984,2.25
6,365,13.499999999999984,2.5
6,365,13.499999999999984,2.75
6,365,13.499999999999984,3.0
6,365,13.499999999999984,3.25
6,365,13.499999999999984,3.5
6,365,13.499999999999984,3.75
6,365,13.499999999999984,4.0
6,365,13.599999999999984,2
6,365,13.599999999999984,2.25
6,365,13.599999999999984,2.5
6,365,13.599999999999984,2.75
6,365,13.599999999999984,3.0
6,365,13.599999999999984,3.25
6,365,13.599999999999984,3.5
6,365,13.599999999999984,3.75
6,365,13.599999999999984,4.0
6,365,13.699999999999983,2
6,365,13.699999999999983,2.25
6,365,13.699999999999983,2.5
6,365,13.699999999999983,2.75
6,365,13.699999999999983,3.0
6,365,13.699999999999983,3.25
6,365,13.699999999999983,3.5
6,365,13.699999999999983,3.75
6,365,13.699999999999983,4.0
6,365,13.799999999999983,2
6,365,13.799999999999983,2.25
6,365,13.799999999999983,2.5
6,365,13.799999999999983,2.75
6,365,13.799999999999983,3.0
6,365,13.799999999999983,3.25
