6,355,9,2,4000,48.5862
6,355,9,2,4500,48.1106
6,355,9,2,5000,47.3973
6,355,9,2,5500,51.1962
6,355,9,2,6000,50.335
6,355,9,2,6500,47.7425
6,355,9,2,7000,55.3399
6,355,9,2,7500,58.9977
6,355,9,2,8000,60.6662
6,355,9,2,8500,61.9021
6,355,9,2,9000,61.6468
6,355,9,2,9500,60.946
6,355,9,2,10000,60.7323
6,355,9,2,10500,59.4214
6,355,9,2,11000,57.6097
6,355,9,2,11500,56.6945
6,355,9,2,12000,55.3433
6,355,9,2,12500,52.8415
6,355,9,2,13000,50.5756
7.333333333,355,9,2,4000,47.5461
7.333333333,355,9,2,4500,48.7401
7.333333333,355,9,2,5000,47.3947
7.333333333,355,9,2,5500,50.9381
7.333333333,355,9,2,6000,48.8219
7.333333333,355,9,2,6500,49.0036
7.333333333,355,9,2,7000,56.6106
7.333333333,355,9,2,7500,57.899
7.333333333,355,9,2,8000,60.8202
7.333333333,355,9,2,8500,61.4235
7.333333333,355,9,2,9000,62.325
7.333333333,355,9,2,9500,61.8552
7.333333333,355,9,2,10000,61.3428
7.333333333,355,9,2,10500,59.1435
7.333333333,355,9,2,11000,57.2965
7.333333333,355,9,2,11500,56.0666
7.333333333,355,9,2,12000,54.2435
7.333333333,355,9,2,12500,51.5127
7.333333333,355,9,2,13000,48.5124
8.666666667,355,9,2,4000,46.8345
8.666666667,355,9,2,4500,47.1993
8.666666667,355,9,2,5000,47.1714
8.666666667,355,9,2,5500,49.9498
8.666666667,355,9,2,6000,47.7896
8.666666667,355,9,2,6500,51.1405
8.666666667,355,9,2,7000,56.0101
8.666666667,355,9,2,7500,58.1703
8.666666667,355,9,2,8000,61.0066
8.666666667,355,9,2,8500,63.5523
8.666666667,355,9,2,9000,63.8282
8.666666667,355,9,2,9500,62.9874
8.666666667,355,9,2,10000,61.6128
8.666666667,355,9,2,10500,58.8562
8.666666667,355,9,2,11000,56.7699
8.666666667,355,9,2,11500,55.3971
8.666666667,355,9,2,12000,52.7317
8.666666667,355,9,2,12500,49.5164
8.666666667,355,9,2,13000,46.6221
10,355,9,2,4000,45.944
10,355,9,2,4500,47.0939
10,355,9,2,5000,46.6672
10,355,9,2,5500,50.1153
10,355,9,2,6000,47.4927
10,355,9,2,6500,51.714
10,355,9,2,7000,56.9604
10,355,9,2,7500,59.1055
10,355,9,2,8000,60.5869
10,355,9,2,8500,62.656
10,355,9,2,9000,63.2262
10,355,9,2,9500,62.6538
10,355,9,2,10000,62.2486
10,355,9,2,10500,58.4988
10,355,9,2,11000,56.4846
