8.667,455,12.667,2,4000,45.5452
8.667,455,12.667,2,4010,45.59146572
8.667,455,12.667,2,4020,45.63772107
8.667,455,12.667,2,4030,45.68396614
8.667,455,12.667,2,4040,45.73020106
8.667,455,12.667,2,4050,45.77642592
8.667,455,12.667,2,4060,45.82264085
8.667,455,12.667,2,4070,45.86884593
8.667,455,12.667,2,4080,45.91504129
8.667,455,12.667,2,4090,45.96122704
8.667,455,12.667,2,4100,46.00740327
8.667,455,12.667,2,4110,46.0535701
8.667,455,12.667,2,4120,46.09972765
8.667,455,12.667,2,4130,46.145876
8.667,455,12.667,2,4140,46.19201528
8.667,455,12.667,2,4150,46.2381456
8.667,455,12.667,2,4160,46.28426705
8.667,455,12.667,2,4170,46.33037976
8.667,455,12.667,2,4180,46.37648382
8.667,455,12.667,2,4190,46.42257935
8.667,455,12.667,2,4200,46.46866646
8.667,455,12.667,2,4210,46.51474525
8.667,455,12.667,2,4220,46.56081583
8.667,455,12.667,2,4230,46.60687831
8.667,455,12.667,2,4240,46.6529328
8.667,455,12.667,2,4250,46.69897941
8.667,455,12.667,2,4260,46.74501824
8.667,455,12.667,2,4270,46.79104941
8.667,455,12.667,2,4280,46.83707302
8.667,455,12.667,2,4290,46.88308919
8.667,455,12.667,2,4300,46.92909801
8.667,455,12.667,2,4310,46.9750996
8.667,455,12.667,2,4320,47.02109407
8.667,455,12.667,2,4330,47.06708152
8.667,455,12.667,2,4340,47.11306206
8.667,455,12.667,2,4350,47.15903581
8.667,455,12.667,2,4360,47.20500287
8.667,455,12.667,2,4370,47.25096334
8.667,455,12.667,2,4380,47.29691735
8.667,455,12.667,2,4390,47.34286499
8.667,455,12.667,2,4400,47.38880637
8.667,455,12.667,2,4410,47.43474161
8.667,455,12.667,2,4420,47.48067081
8.667,455,12.667,2,4430,47.52659407
8.667,455,12.667,2,4440,47.57251152
8.667,455,12.667,2,4450,47.61842325
8.667,455,12.667,2,4460,47.66432938
8.667,455,12.667,2,4470,47.71023001
8.667,455,12.667,2,4480,47.75612525
8.667,455,12.667,2,4490,47.80201521
8.667,455,12.667,2,4500,47.8479
8.667,455,12.667,2,4510,47.89404084
8.667,455,12.667,2,4520,47.94067733
8.667,455,12.667,2,4530,47.98777715
8.667,455,12.667,2,4540,48.03530799
8.667,455,12.667,2,4550,48.08323753
8.667,455,12.667,2,4560,48.13153345
8.667,455,12.667,2,4570,48.18016343
8.667,455,12.667,2,4580,48.22909517
8.667,455,12.667,2,4590,48.27829633
8.667,455,12.667,2,4600,48.32773461
8.667,455,12.667,2,4610,48.37737769
8.667,455,12.667,2,4620,48.42719324
8.667,455,12.667,2,4630,48.47714896
8.667,455,12.667,2,4640,48.52721253
8.667,455,12.667,2,4650,48.57735162
8.667,455,12.667,2,4660,48.62753393
8.667,455,12.667,2,4670,48.67772713
8.667,455,12.667,2,4680,48.72789891
8.667,455,12.667,2,4690,48.77801695
8.667,455,12.667,2,4700,48.82804894
8.667,455,12.667,2,4710,48.87796255
8.667,455,12.667,2,4720,48.92772547
8.667,455,12.667,2,4730,48.97730538
8.667,455,12.667,2,4740,49.02666997
8.667,455,12.667,2,4750,49.07578692
8.667,455,12.667,2,4760,49.12462391
8.667,455,12.667,2,4770,49.17314863
8.667,455,12.667,2,4780,49.22132875
8.667,455,12.667,2,4790,49.26913197
8.667,455,12.667,2,4800,49.31652596
8.667,455,12.667,2,4810,49.3634784
8.667,455,12.667,2,4820,49.40995699
8.667,455,12.667,2,4830,49.45592939
8.667,455,12.667,2,4840,49.50136331
8.667,455,12.667,2,4850,49.54622641
8.667,455,12.667,2,4860,49.59048638
8.667,455,12.667,2,4870,49.63411091
8.667,455,12.667,2,4880,49.67706768
8.667,455,12.667,2,4890,49.71932436
8.667,455,12.667,2,4900,49.76084865
8.667,455,12.667,2,4910,49.80160823
8.667,455,12.667,2,4920,49.84157077
8.667,455,12.667,2,4930,49.88070397
8.667,455,12.667,2,4940,49.91897551
8.667,455,12.667,2,4950,49.95635306
8.667,455,12.667,2,4960,49.99280431
8.667,455,12.667,2,4970,50.02829695
8.667,455,12.667,2,4980,50.06279866
8.667,455,12.667,2,4990,50.09627711
8.667,455,12.667,2,5000,50.1287
8.667,455,12.667,2,5010,50.1582575
8.667,455,12.667,2,5020,50.18328623
8.667,455,12.667,2,5030,50.20397351
8.667,455,12.667,2,5040,50.22050668
8.667,455,12.667,2,5050,50.23307307
8.667,455,12.667,2,5060,50.24186
8.667,455,12.667,2,5070,50.24705481
8.667,455,12.667,2,5080,50.24884482
8.667,455,12.667,2,5090,50.24741737
8.667,455,12.667,2,5100,50.24295979
8.667,455,12.667,2,5110,50.23565941
8.667,455,12.667,2,5120,50.22570356
8.667,455,12.667,2,5130,50.21327956
